soil_label,climate_zone,temp_c_mean,rain_mm_year,rel_humidity_pct,ph,organic_carbon_pct,n_kg_ha,p_kg_ha,k_kg_ha,cec_cmol_kg,ec_ds_m,soil_moisture_pct,sand_pct,silt_pct,clay_pct,recommended_crop
Black_Soil,Monsoon,29.8,1609,84,8.09,1.8,89,29,442,39.4,1.28,21.8,33.1,22.8,44.1,soybean
Black_Soil,Semi-arid,25.4,336,40,7.5,2.04,113,54,417,36.8,0.78,25.0,15.0,32.7,52.3,sorghum
Black_Soil,Monsoon,31.8,1495,88,7.27,2.02,139,26,445,36.0,1.31,22.3,15.9,21.8,62.3,sunflower
Black_Soil,Semi-arid,29.6,332,41,7.98,2.4,117,23,209,33.3,0.4,31.7,17.9,25.5,56.6,soybean
Black_Soil,Monsoon,33.8,1174,77,7.1,1.78,92,47,231,41.4,1.7,18.8,22.5,33.9,43.6,soybean
Black_Soil,Monsoon,27.4,1488,88,7.26,1.11,125,46,209,39.0,0.24,20.2,9.8,30.6,59.6,cotton
Black_Soil,Semi-arid,28.5,367,37,7.94,1.44,153,53,345,39.2,0.51,31.1,23.1,19.2,57.7,sorghum
Black_Soil,Monsoon,23.6,1445,74,7.06,2.11,111,30,241,30.2,0.65,21.4,19.0,14.4,66.6,sorghum
Black_Soil,Semi-arid,33.9,468,54,8.13,1.17,108,46,260,31.9,0.83,24.8,18.8,33.8,47.4,wheat
Black_Soil,Semi-arid,30.4,457,41,7.1,2.32,149,41,260,35.8,0.83,20.1,15.3,50.8,33.9,sunflower
Black_Soil,Monsoon,31.9,1048,87,8.18,1.68,137,45,356,29.3,0.92,19.2,25.0,12.6,62.4,sunflower
Black_Soil,Subtropical,31.2,986,79,7.87,1.83,103,27,219,42.0,1.12,22.6,23.8,19.9,56.3,groundnut
Black_Soil,Semi-arid,35.1,479,32,7.27,2.37,86,29,352,42.9,0.38,30.8,16.6,5.7,77.7,soybean
Black_Soil,Subtropical,15.1,666,56,7.07,1.47,93,23,402,41.7,1.3,19.2,29.1,18.8,52.1,sunflower
Black_Soil,Monsoon,22.7,1851,67,7.63,1.07,153,30,444,39.5,0.63,21.9,14.7,22.7,62.6,cotton
Black_Soil,Monsoon,22.3,1421,87,7.45,1.22,179,46,437,34.2,0.21,27.0,18.2,43.2,38.6,cotton
Black_Soil,Subtropical,27.0,707,68,7.87,1.43,175,21,443,42.9,0.71,16.5,23.4,14.5,62.1,sorghum
Black_Soil,Semi-arid,19.1,579,51,7.28,1.99,81,39,364,34.5,0.51,26.2,15.5,21.1,63.4,sunflower
Black_Soil,Subtropical,23.3,1205,54,8.08,1.67,160,29,357,27.8,0.24,16.8,43.9,18.3,37.8,sorghum
Black_Soil,Monsoon,22.2,1123,87,7.63,1.43,118,39,424,27.4,1.41,21.3,14.1,32.9,53.0,sorghum
Black_Soil,Semi-arid,25.4,398,40,7.74,0.98,179,49,278,28.4,0.82,31.6,22.5,37.0,40.5,sorghum
Black_Soil,Subtropical,22.9,1281,79,8.03,1.66,142,24,370,41.7,1.69,29.2,10.7,21.3,68.0,sunflower
Black_Soil,Semi-arid,32.9,580,51,7.43,0.96,139,26,270,41.9,1.25,31.5,27.9,17.5,54.6,sunflower
Black_Soil,Monsoon,29.0,1892,82,7.55,2.16,121,53,246,40.3,0.69,21.1,17.7,18.4,63.9,sunflower
Black_Soil,Semi-arid,21.6,278,54,8.16,1.91,97,44,338,43.4,1.25,26.5,18.9,34.7,46.4,wheat
Black_Soil,Monsoon,25.8,933,65,7.3,2.15,126,35,215,41.2,0.23,18.8,18.4,38.2,43.4,sunflower
Black_Soil,Subtropical,30.6,964,76,7.79,1.7,108,18,240,43.3,1.09,16.1,33.1,31.1,35.8,groundnut
Black_Soil,Subtropical,29.2,859,61,7.65,2.43,137,32,202,43.6,0.46,24.8,22.7,13.2,64.1,groundnut
Black_Soil,Monsoon,30.5,1244,77,7.05,1.13,136,54,434,39.8,0.57,17.8,30.6,10.3,59.1,sunflower
Black_Soil,Semi-arid,31.4,443,47,7.86,1.83,116,42,263,39.2,1.47,18.3,4.7,43.0,52.3,cotton
Black_Soil,Subtropical,30.0,1010,68,8.03,1.87,160,45,436,41.1,0.84,31.2,31.7,28.4,39.9,wheat
Black_Soil,Semi-arid,33.3,377,29,7.57,1.63,177,42,205,25.9,1.59,23.3,22.5,31.2,46.3,sunflower
Black_Soil,Monsoon,33.8,1761,70,7.29,2.07,132,42,265,28.2,0.45,27.7,20.7,30.0,49.3,cotton
Black_Soil,Monsoon,28.4,1155,79,7.45,0.88,166,29,355,33.2,1.58,24.1,38.8,22.1,39.1,sunflower
Black_Soil,Subtropical,17.7,1491,42,7.42,1.35,171,54,295,38.7,0.6,23.4,29.0,10.6,60.4,soybean
Black_Soil,Subtropical,23.3,983,51,7.36,2.49,114,53,414,38.1,0.93,27.0,20.5,12.6,66.9,soybean
Black_Soil,Monsoon,29.4,1909,79,7.18,1.83,87,41,394,42.3,0.59,18.0,25.7,33.8,40.5,sorghum
Black_Soil,Subtropical,21.8,735,54,7.21,0.99,122,28,256,29.2,0.75,23.6,18.3,17.3,64.4,groundnut
Black_Soil,Semi-arid,18.1,259,31,7.07,1.7,135,55,209,41.1,0.99,27.6,11.2,19.4,69.4,wheat
Black_Soil,Subtropical,19.6,1032,71,7.36,1.71,156,30,209,37.8,0.21,26.6,19.1,17.2,63.7,soybean
Black_Soil,Subtropical,20.3,1310,73,7.18,1.2,159,25,267,28.3,0.83,19.1,27.6,12.9,59.5,groundnut
Black_Soil,Monsoon,21.1,1034,89,7.88,2.08,88,43,216,34.0,1.48,29.9,6.0,52.7,41.3,groundnut
Black_Soil,Subtropical,18.6,1337,75,8.11,1.36,98,39,386,36.2,1.15,23.6,15.7,25.4,58.9,sorghum
Black_Soil,Semi-arid,18.4,526,52,8.14,2.2,118,55,286,44.3,1.72,21.0,22.8,20.3,56.9,cotton
Black_Soil,Monsoon,33.4,1132,88,7.08,1.74,139,38,222,36.4,0.82,17.3,25.0,24.7,50.3,groundnut
Black_Soil,Monsoon,28.4,1952,76,8.04,2.46,107,32,248,27.7,1.16,24.8,25.1,17.6,57.3,soybean
Black_Soil,Subtropical,13.4,1026,44,7.53,1.49,95,36,362,36.0,1.6,16.3,15.4,22.2,62.4,sunflower
Black_Soil,Monsoon,20.3,1550,60,7.06,1.82,163,47,333,40.7,1.33,28.0,20.4,32.6,47.0,sunflower
Black_Soil,Semi-arid,32.1,371,53,7.31,1.49,83,21,404,33.9,0.58,21.9,15.5,37.2,47.3,groundnut
Black_Soil,Subtropical,20.2,1273,40,7.45,1.55,142,35,263,44.3,0.81,21.6,27.4,30.6,42.0,sorghum
Black_Soil,Monsoon,33.1,1080,59,7.09,2.1,155,51,397,38.9,0.29,27.6,29.8,23.3,46.9,sunflower
Black_Soil,Monsoon,29.1,903,77,7.32,1.44,107,44,320,32.4,0.47,24.1,26.3,23.4,50.3,groundnut
Black_Soil,Monsoon,20.4,2095,80,7.81,1.71,136,50,342,37.8,1.52,25.6,17.0,26.4,56.6,wheat
Black_Soil,Monsoon,26.0,2113,84,7.6,2.45,159,42,382,29.9,0.98,16.5,25.4,18.4,56.2,sunflower
Black_Soil,Subtropical,18.0,1477,74,7.85,1.47,168,41,378,41.3,0.69,31.9,23.7,20.4,55.9,sunflower
Black_Soil,Monsoon,32.8,1418,86,7.6,1.29,135,52,282,32.2,0.27,17.8,13.8,32.1,54.1,cotton
Black_Soil,Monsoon,21.2,1655,87,8.02,2.22,136,31,432,37.7,1.79,16.5,11.5,52.9,35.6,groundnut
Black_Soil,Semi-arid,30.2,371,31,7.42,1.93,93,43,248,27.5,1.51,27.0,32.7,27.0,40.3,soybean
Black_Soil,Semi-arid,32.8,434,38,7.86,1.72,154,32,233,29.5,0.56,25.6,46.8,20.2,33.0,soybean
Black_Soil,Semi-arid,31.1,321,38,8.05,1.45,148,55,202,35.0,0.96,22.9,15.2,17.2,67.6,sorghum
Black_Soil,Subtropical,29.2,1463,50,7.79,1.28,116,25,363,26.9,1.37,22.7,32.9,22.0,45.1,groundnut
Black_Soil,Semi-arid,22.1,487,26,7.93,1.21,107,35,214,27.3,0.75,21.6,15.6,11.8,72.6,wheat
Black_Soil,Subtropical,29.3,1211,63,7.64,1.48,117,53,353,27.5,0.46,20.8,21.5,7.8,70.7,sunflower
Black_Soil,Semi-arid,18.7,399,28,7.52,2.47,102,46,232,39.9,1.17,28.1,27.8,4.7,67.5,sorghum
Black_Soil,Monsoon,24.1,1549,61,8.25,1.56,179,29,288,25.6,1.55,26.0,36.2,17.8,46.0,wheat
Black_Soil,Subtropical,31.6,1494,71,7.21,2.46,169,30,218,38.7,0.28,29.2,24.6,17.9,57.5,groundnut
Black_Soil,Monsoon,24.3,1369,79,8.02,2.43,113,18,274,34.9,0.25,20.0,38.8,15.3,45.9,soybean
Black_Soil,Subtropical,27.6,1343,48,7.7,2.33,107,32,351,44.7,0.38,27.3,24.7,23.3,52.0,groundnut
Black_Soil,Semi-arid,34.6,467,43,7.06,2.26,123,24,211,31.3,1.68,31.2,1.6,39.9,58.5,wheat
Black_Soil,Semi-arid,25.3,553,46,7.11,1.07,133,32,392,43.7,1.24,17.5,9.9,38.7,51.4,wheat
Black_Soil,Subtropical,24.8,804,62,7.33,1.77,90,47,243,43.8,1.62,21.4,19.5,28.6,51.9,groundnut
Black_Soil,Semi-arid,19.1,268,43,7.81,0.88,178,32,205,38.1,1.53,22.7,15.0,27.5,57.5,groundnut
Black_Soil,Monsoon,25.6,1984,79,7.03,2.12,141,34,327,31.9,1.36,27.0,32.9,13.7,53.4,wheat
Black_Soil,Subtropical,27.3,836,68,8.06,2.1,83,47,251,26.7,1.32,31.5,14.1,33.4,52.5,groundnut
Black_Soil,Semi-arid,34.7,417,40,8.15,2.19,169,27,260,25.3,1.21,29.5,13.7,49.8,36.5,cotton
Black_Soil,Monsoon,29.3,1583,71,7.92,1.84,156,36,379,39.0,1.23,21.5,27.3,27.5,45.2,soybean
Black_Soil,Monsoon,28.0,1164,76,8.02,1.03,92,27,310,38.8,1.53,23.9,25.7,15.0,59.3,soybean
Black_Soil,Subtropical,23.3,1453,68,7.39,2.01,120,28,236,35.5,0.6,21.6,23.2,21.1,55.7,wheat
Black_Soil,Monsoon,33.6,2040,56,7.36,1.07,134,32,444,29.7,0.52,25.9,11.7,41.6,46.7,groundnut
Black_Soil,Monsoon,30.6,1318,80,8.26,1.41,175,55,230,40.0,0.6,26.3,22.9,29.2,47.9,wheat
Black_Soil,Monsoon,21.1,1040,89,7.28,1.97,144,45,359,37.6,0.53,25.3,9.0,16.2,74.8,sunflower
Black_Soil,Monsoon,22.5,2113,86,7.47,1.32,172,23,413,37.6,0.25,24.2,12.6,20.3,67.1,sunflower
Black_Soil,Monsoon,26.9,2093,67,8.11,1.2,172,27,377,26.8,1.78,31.3,27.8,20.7,51.5,wheat
Black_Soil,Monsoon,21.6,1718,59,7.19,0.83,151,31,271,35.4,1.28,26.8,14.6,40.1,45.3,wheat
Black_Soil,Monsoon,21.7,1751,70,7.93,0.89,144,21,339,27.9,1.29,17.9,25.1,11.9,63.0,sunflower
Black_Soil,Subtropical,27.5,723,69,7.13,2.35,109,42,437,34.7,0.49,21.5,25.7,23.1,51.2,wheat
Black_Soil,Subtropical,22.6,1483,55,8.23,1.98,129,51,358,29.7,0.28,23.0,18.0,13.1,68.9,sunflower
Black_Soil,Semi-arid,22.0,376,53,7.86,2.14,155,54,372,31.4,1.23,16.4,12.3,24.0,63.7,wheat
Black_Soil,Monsoon,27.0,1160,71,8.1,2.16,103,29,240,38.5,1.57,29.1,23.5,32.7,43.8,sunflower
Black_Soil,Semi-arid,31.3,588,55,8.2,2.28,135,28,256,43.6,1.05,22.4,20.9,22.1,57.0,sorghum
Black_Soil,Monsoon,22.0,907,85,8.12,0.96,177,18,238,34.0,0.5,27.8,34.2,17.8,48.0,cotton
Black_Soil,Semi-arid,35.6,348,34,7.17,2.08,139,53,375,37.3,1.5,22.5,6.2,16.9,76.9,cotton
Black_Soil,Monsoon,33.8,1527,68,7.79,2.17,159,20,260,30.0,1.17,31.0,18.1,39.3,42.6,wheat
Black_Soil,Semi-arid,29.9,429,37,7.75,1.89,155,48,209,38.3,1.63,29.4,18.0,21.0,61.0,soybean
Black_Soil,Monsoon,23.4,2047,56,7.96,1.3,160,53,313,35.6,0.6,26.4,5.5,20.3,74.2,wheat
Black_Soil,Monsoon,29.2,1801,84,7.24,1.68,117,43,381,35.3,1.22,19.4,4.7,26.5,68.8,cotton
Black_Soil,Subtropical,12.4,858,42,7.52,0.88,102,38,352,38.8,1.37,19.6,18.7,36.1,45.2,sorghum
Black_Soil,Semi-arid,35.4,311,26,7.01,1.48,89,51,386,43.2,1.05,23.2,15.1,27.0,57.9,sunflower
Black_Soil,Semi-arid,18.2,310,39,8.11,2.44,162,35,349,29.2,0.5,26.2,14.0,26.2,59.8,soybean
Black_Soil,Semi-arid,20.8,287,28,7.86,1.84,115,37,242,28.1,1.0,17.0,16.7,14.8,68.5,soybean
Black_Soil,Subtropical,16.0,922,73,8.12,1.1,130,28,288,29.7,0.4,26.3,3.9,28.9,67.2,groundnut
Black_Soil,Monsoon,20.1,2067,74,8.07,1.91,177,48,304,43.4,0.56,19.2,27.7,29.5,42.8,sunflower
Black_Soil,Monsoon,28.9,2057,64,7.42,1.32,149,32,341,33.3,0.37,30.3,29.8,19.5,50.7,groundnut
Black_Soil,Subtropical,22.2,668,67,7.65,1.15,104,51,228,30.7,0.64,28.3,23.2,18.7,58.1,cotton
Black_Soil,Subtropical,24.6,1094,40,8.29,2.18,109,49,322,38.6,0.96,27.9,39.1,21.8,39.1,soybean
Black_Soil,Monsoon,25.2,1706,61,7.69,2.03,147,21,420,31.7,1.23,17.8,20.9,16.0,63.1,cotton
Black_Soil,Subtropical,31.2,1349,73,7.44,1.37,179,33,273,31.9,0.79,18.2,15.7,26.0,58.3,sunflower
Black_Soil,Subtropical,12.7,873,46,7.51,2.46,108,24,337,39.5,1.01,16.7,18.2,20.7,61.1,sorghum
Black_Soil,Monsoon,24.4,2195,63,7.17,2.37,112,24,240,42.6,1.24,25.2,6.6,9.7,83.7,wheat
Black_Soil,Semi-arid,27.0,468,45,7.43,1.6,152,42,282,44.2,1.33,16.0,9.9,26.7,63.4,wheat
Black_Soil,Semi-arid,32.6,275,42,8.2,1.47,123,28,440,29.4,0.37,24.4,14.3,27.8,57.9,sorghum
Black_Soil,Semi-arid,27.3,329,29,8.24,1.91,131,48,337,41.6,0.46,24.0,19.6,20.2,60.2,wheat
Black_Soil,Monsoon,23.3,2167,82,8.22,2.17,150,48,363,30.7,0.72,31.2,7.5,52.0,40.5,groundnut
Black_Soil,Monsoon,27.6,1486,66,7.1,1.18,113,21,212,28.3,0.68,16.2,19.7,23.1,57.2,groundnut
Black_Soil,Monsoon,30.3,1786,68,7.06,0.81,92,32,407,31.4,0.42,24.3,26.5,13.1,60.4,cotton
Black_Soil,Monsoon,24.9,1342,72,8.03,1.34,171,46,234,36.2,0.8,24.6,16.1,24.5,59.4,soybean
Black_Soil,Monsoon,22.7,1186,79,7.12,2.05,94,36,267,38.2,1.6,25.8,22.3,22.2,55.5,sunflower
Black_Soil,Monsoon,21.7,1296,72,7.0,2.37,119,21,307,37.6,1.49,26.4,30.1,19.3,50.6,cotton
Black_Soil,Semi-arid,18.2,396,25,7.73,2.0,148,28,341,38.9,0.2,17.0,27.7,29.0,43.3,sorghum
Black_Soil,Semi-arid,19.1,376,41,7.99,1.37,151,28,421,30.0,1.51,18.8,15.4,10.2,74.4,sorghum
Black_Soil,Monsoon,25.4,949,88,8.03,2.47,158,46,428,31.3,1.31,20.9,20.5,30.1,49.4,soybean
Black_Soil,Subtropical,20.5,1026,52,8.03,1.18,152,44,259,37.1,0.77,19.0,19.2,18.5,62.3,sunflower
Black_Soil,Monsoon,22.8,1141,86,8.16,1.65,166,38,231,31.1,1.41,29.5,30.6,9.4,60.0,cotton
Black_Soil,Subtropical,23.0,1382,64,7.66,1.01,101,44,245,25.5,0.98,25.2,11.4,11.3,77.3,groundnut
Black_Soil,Semi-arid,22.0,453,32,7.0,1.2,93,32,248,32.4,1.62,22.2,29.9,17.5,52.6,sunflower
Black_Soil,Subtropical,12.4,1457,56,8.09,1.73,82,39,367,41.6,0.62,23.9,13.4,29.5,57.1,wheat
Black_Soil,Subtropical,25.6,669,49,8.03,1.54,116,18,325,44.7,0.58,16.3,26.4,20.0,53.6,sunflower
Black_Soil,Semi-arid,29.1,258,50,7.99,1.32,90,42,414,27.9,0.51,26.9,19.7,35.6,44.7,soybean
Black_Soil,Semi-arid,34.7,303,40,7.76,1.16,140,22,250,40.6,1.27,26.4,15.8,17.6,66.6,soybean
Black_Soil,Subtropical,12.4,1253,47,7.24,1.52,138,28,444,34.7,0.38,28.6,14.7,42.5,42.8,wheat
Black_Soil,Subtropical,30.4,979,52,7.5,2.48,142,29,355,35.9,0.26,29.6,48.3,20.1,31.6,soybean
Black_Soil,Subtropical,22.5,757,56,7.81,2.45,151,43,234,39.1,0.6,29.8,17.0,8.4,74.6,wheat
Black_Soil,Semi-arid,19.2,419,38,7.26,2.32,81,24,444,26.0,1.47,26.3,35.3,26.4,38.3,cotton
Black_Soil,Subtropical,20.8,1410,75,7.45,1.98,161,43,350,32.3,0.28,18.7,6.0,25.1,68.9,sunflower
Black_Soil,Semi-arid,20.9,393,53,7.22,0.9,157,31,364,36.9,1.72,30.5,5.8,26.9,67.3,soybean
Black_Soil,Subtropical,13.3,910,69,7.2,1.39,97,44,254,35.4,1.73,30.8,27.4,12.6,60.0,cotton
Black_Soil,Subtropical,30.5,793,77,7.04,2.11,158,40,430,32.9,0.32,28.9,19.2,22.7,58.1,cotton
Black_Soil,Monsoon,24.5,2115,75,7.67,1.52,119,33,364,38.6,1.44,22.7,29.8,13.3,56.9,wheat
Black_Soil,Subtropical,31.4,725,63,7.08,2.17,162,35,354,33.6,1.48,23.3,14.8,26.9,58.3,groundnut
Black_Soil,Subtropical,14.4,936,77,8.23,2.11,139,25,404,42.6,0.43,25.3,6.7,47.5,45.8,soybean
Black_Soil,Subtropical,21.9,1215,49,7.08,2.25,99,41,352,28.3,0.68,31.8,23.1,24.5,52.4,cotton
Black_Soil,Monsoon,31.0,2170,77,7.42,1.65,131,49,281,29.6,1.36,23.1,19.7,19.5,60.8,groundnut
Black_Soil,Semi-arid,30.6,597,48,7.29,1.86,106,38,274,25.6,0.49,17.6,15.7,34.2,50.1,cotton
Black_Soil,Monsoon,26.0,1548,84,8.06,2.24,176,44,341,41.6,1.6,23.7,13.1,30.0,56.9,wheat
Black_Soil,Semi-arid,31.8,393,29,7.87,1.11,133,18,340,44.6,1.08,26.3,37.8,24.8,37.4,groundnut
Black_Soil,Monsoon,20.2,1633,61,7.36,0.86,169,24,310,45.0,1.35,25.8,9.2,36.2,54.6,groundnut
Black_Soil,Semi-arid,25.0,502,36,8.22,2.14,179,40,206,41.4,1.44,24.3,20.9,14.6,64.5,cotton
Black_Soil,Semi-arid,26.4,544,40,8.21,2.33,141,25,442,29.3,1.52,26.2,19.0,21.8,59.2,groundnut
Black_Soil,Monsoon,22.1,1336,86,7.62,2.07,149,25,321,34.3,1.2,20.1,20.0,25.0,55.0,groundnut
Black_Soil,Subtropical,14.9,1103,47,7.4,2.4,119,50,214,30.0,1.15,17.0,18.4,31.9,49.7,cotton
Black_Soil,Monsoon,29.8,1032,58,7.97,2.04,90,22,266,32.1,1.73,17.7,22.8,16.7,60.5,sunflower
Black_Soil,Monsoon,20.6,1307,79,7.43,0.93,175,31,226,27.4,1.36,28.4,31.9,11.6,56.5,wheat
Black_Soil,Monsoon,26.3,1447,76,7.94,2.32,151,26,268,37.6,1.3,26.8,16.1,34.3,49.6,wheat
Black_Soil,Monsoon,29.7,2165,71,7.19,2.19,130,27,355,36.3,0.57,23.9,21.1,6.5,72.4,cotton
Black_Soil,Subtropical,13.2,862,50,8.13,1.59,180,25,371,44.2,0.68,28.2,14.4,12.8,72.8,soybean
Black_Soil,Subtropical,12.5,1329,77,7.92,1.81,113,42,439,43.6,1.74,22.8,6.4,48.8,44.8,cotton
Black_Soil,Monsoon,27.8,2095,86,7.47,1.24,145,42,397,39.5,1.01,22.2,27.9,16.2,55.9,groundnut
Black_Soil,Semi-arid,35.3,537,39,7.27,1.45,179,53,373,40.1,1.68,31.5,32.7,18.7,48.6,groundnut
Black_Soil,Monsoon,21.8,1567,88,7.78,1.49,116,18,338,42.7,1.66,22.4,30.5,16.6,52.9,sorghum
Black_Soil,Semi-arid,20.5,499,32,7.15,2.5,110,27,300,37.2,1.34,25.0,10.8,19.7,69.5,groundnut
Black_Soil,Monsoon,32.3,2159,81,7.16,2.17,170,40,362,31.8,1.61,25.0,31.8,19.2,49.0,groundnut
Black_Soil,Monsoon,26.0,2115,89,8.0,1.21,146,45,331,41.5,0.99,31.0,17.1,36.2,46.7,cotton
Laterite_Soil,Tropical,30.5,2936,71,5.83,0.71,41,19,79,10.2,0.54,29.0,65.1,18.3,16.6,pineapple
Laterite_Soil,Tropical,24.6,2885,63,5.38,1.03,49,9,75,5.0,0.24,38.0,74.1,10.9,15.0,rubber
Laterite_Soil,Tropical,22.8,2136,68,5.85,1.12,62,20,85,4.7,0.44,26.2,43.8,23.5,32.7,rubber
Laterite_Soil,Monsoon,20.6,1961,57,5.74,0.57,114,12,88,3.8,0.42,32.3,40.6,41.8,17.6,rubber
Laterite_Soil,Tropical,26.3,2374,77,5.03,0.8,109,6,65,9.0,0.55,31.0,50.3,32.9,16.8,coffee
Laterite_Soil,Monsoon,24.0,1136,89,5.89,1.42,96,18,71,7.3,0.14,26.5,43.3,7.9,48.8,cashew
Laterite_Soil,Monsoon,22.0,1090,63,5.85,0.62,113,6,32,11.2,0.53,23.7,49.0,20.3,30.7,pineapple
Laterite_Soil,Monsoon,30.2,1924,58,5.79,1.29,112,20,102,7.6,0.28,34.0,32.8,40.7,26.5,tea
Laterite_Soil,Tropical,27.0,1597,72,5.37,0.53,87,17,83,8.3,0.41,32.2,46.7,32.9,20.4,tea
Laterite_Soil,Tropical,23.6,2115,83,5.94,0.54,60,15,96,5.8,0.09,23.1,71.2,7.1,21.7,cassava
Laterite_Soil,Monsoon,21.4,1223,65,5.8,1.14,102,12,90,3.6,0.6,21.1,57.9,8.5,33.6,cassava
Laterite_Soil,Tropical,27.0,2361,89,5.45,0.66,109,13,72,7.8,0.3,35.6,46.4,31.9,21.7,cassava
Laterite_Soil,Monsoon,32.3,1607,65,4.89,0.55,60,18,75,9.2,0.08,23.7,29.6,41.8,28.6,cassava
Laterite_Soil,Monsoon,24.3,1019,76,5.5,0.48,96,18,92,11.7,0.56,28.7,32.9,41.0,26.1,coffee
Laterite_Soil,Monsoon,30.3,1735,73,6.18,1.46,63,18,98,10.0,0.37,25.2,41.7,16.1,42.2,pineapple
Laterite_Soil,Tropical,25.5,1225,84,5.15,0.79,75,11,102,10.7,0.13,26.8,63.8,19.4,16.8,pineapple
Laterite_Soil,Monsoon,20.5,1218,72,5.51,0.64,81,13,79,4.6,0.23,23.9,31.5,40.6,27.9,coffee
Laterite_Soil,Tropical,23.5,2033,66,5.53,1.42,66,9,93,10.4,0.3,37.7,43.6,17.7,38.7,tea
Laterite_Soil,Monsoon,21.8,2148,57,4.89,1.39,48,7,54,8.4,0.21,33.0,36.6,34.4,29.0,coffee
Laterite_Soil,Tropical,25.4,2018,85,5.4,1.36,82,16,103,9.4,0.13,39.6,61.9,20.6,17.5,coffee
Laterite_Soil,Monsoon,22.6,1102,58,5.95,1.01,107,7,106,9.7,0.47,30.2,29.7,41.4,28.9,tea
Laterite_Soil,Monsoon,22.2,996,86,4.99,0.44,79,16,42,7.6,0.35,26.7,54.3,16.9,28.8,cassava
Laterite_Soil,Monsoon,31.0,1233,79,5.56,1.32,108,15,107,6.3,0.1,35.0,41.8,24.6,33.6,pineapple
Laterite_Soil,Tropical,30.7,2522,75,5.3,1.3,65,17,55,6.1,0.07,21.6,55.1,9.0,35.9,cassava
Laterite_Soil,Monsoon,29.8,1264,73,6.14,1.36,72,13,48,9.6,0.11,20.5,53.8,12.1,34.1,tea
Laterite_Soil,Monsoon,27.3,1511,76,6.04,0.73,64,13,69,10.7,0.22,25.4,41.9,23.6,34.5,cassava
Laterite_Soil,Monsoon,25.7,971,85,4.82,1.39,40,6,94,3.7,0.45,35.4,44.1,10.7,45.2,pineapple
Laterite_Soil,Monsoon,31.3,1995,57,5.4,1.33,91,11,93,8.3,0.24,25.5,32.9,29.7,37.4,tea
Laterite_Soil,Tropical,29.2,2267,90,5.56,0.89,96,12,45,4.4,0.29,29.1,55.8,14.8,29.4,cashew
Laterite_Soil,Monsoon,24.7,1185,78,5.58,0.94,118,17,109,6.4,0.53,39.4,23.0,50.0,27.0,tea
Laterite_Soil,Tropical,24.7,1885,77,5.8,0.5,66,8,98,4.1,0.19,39.9,44.5,26.6,28.9,tea
Laterite_Soil,Tropical,29.8,2744,65,5.27,0.56,111,10,77,10.1,0.24,29.9,45.4,29.6,25.0,coffee
Laterite_Soil,Monsoon,23.2,1084,72,5.52,1.25,59,11,87,11.2,0.58,34.6,56.4,22.7,20.9,coffee
Laterite_Soil,Monsoon,25.9,1586,75,5.59,0.63,56,14,101,8.9,0.13,39.9,47.6,17.8,34.6,coffee
Laterite_Soil,Monsoon,29.4,1474,77,5.46,1.25,67,13,30,4.9,0.21,38.9,63.2,16.6,20.2,cassava
Laterite_Soil,Tropical,24.7,2273,83,5.08,1.22,54,8,78,5.8,0.52,34.6,37.0,32.2,30.8,pineapple
Laterite_Soil,Tropical,27.2,1344,76,5.71,1.08,61,19,34,3.9,0.24,36.9,58.2,21.0,20.8,tea
Laterite_Soil,Tropical,22.5,1294,76,5.77,1.17,49,8,70,6.4,0.58,22.4,43.1,25.1,31.8,cassava
Laterite_Soil,Monsoon,32.6,1276,60,5.23,1.24,109,6,99,4.0,0.39,31.3,27.2,37.7,35.1,rubber
Laterite_Soil,Monsoon,22.1,2116,57,5.63,1.23,94,6,80,6.4,0.33,26.8,38.0,26.9,35.1,rubber
Laterite_Soil,Monsoon,28.1,1809,77,4.81,1.1,58,15,56,10.0,0.15,34.3,31.5,34.2,34.3,coffee
Laterite_Soil,Tropical,29.6,1937,85,5.84,1.14,65,16,87,7.7,0.16,36.9,48.8,24.7,26.5,cassava
Laterite_Soil,Tropical,26.5,2617,71,5.9,1.12,89,7,86,5.6,0.31,23.6,59.3,19.5,21.2,rubber
Laterite_Soil,Tropical,28.3,1228,92,6.0,1.1,90,14,63,7.3,0.47,30.3,35.5,21.3,43.2,coffee
Laterite_Soil,Monsoon,27.6,1702,74,6.13,1.49,76,6,97,10.2,0.25,31.6,42.6,14.5,42.9,cashew
Laterite_Soil,Monsoon,25.3,1930,56,4.87,1.08,77,14,95,8.3,0.57,26.3,43.0,38.7,18.3,tea
Laterite_Soil,Monsoon,24.8,1233,68,6.13,0.51,107,16,64,7.1,0.2,25.6,38.2,21.2,40.6,pineapple
Laterite_Soil,Tropical,31.9,2670,88,5.73,1.48,86,12,82,9.3,0.45,35.0,41.5,25.9,32.6,tea
Laterite_Soil,Monsoon,28.9,2053,78,6.05,1.5,100,13,59,9.5,0.35,29.1,47.5,29.7,22.8,pineapple
Laterite_Soil,Tropical,26.4,1349,95,5.98,1.13,85,17,37,9.9,0.16,29.8,49.7,19.4,30.9,cassava
Laterite_Soil,Monsoon,30.8,1194,88,5.25,0.51,50,20,49,3.7,0.31,25.0,62.8,26.6,10.6,coffee
Laterite_Soil,Tropical,31.4,2400,92,5.16,1.34,94,11,43,10.2,0.08,28.1,43.7,16.5,39.8,rubber
